z_idx,z_lo,z_hi,mass_bin,bulge_bin,mass_lo,mass_hi,bulge_lo,bulge_hi,n_barred,n_unbarred,valid,d_mass,d_bulge,d_z,q_unbarred,med_mass_u,med_bulge_u,med_z_u,delta_q,barmode
2,0.1,0.15,4,4,10.891862869262695,11.04822826385498,1.8280321411876859,2.7954545520584695,306,803,True,0.004592418670654297,-0.09093620561855387,-0.00165606290102005,0.40846824408468246,10.963793754577637,2.017607369119176,0.12595723569393158,-0.07186693689513995,strong_only
2,0.1,0.15,5,0,11.04822826385498,12.334602355957033,0.4821862755675124,1.34510844190082,27,164,False,,,,,,,,,strong_only
2,0.1,0.15,5,1,11.04822826385498,12.334602355957033,1.34510844190082,1.4962348618435812,102,412,True,0.0032949447631835938,0.01725422614245886,0.001507449895143509,0.24029126213592233,11.180821418762207,1.4291290449158964,0.12427948787808418,0.024414620217018845,strong_only
2,0.1,0.15,5,2,11.04822826385498,12.334602355957033,1.4962348618435812,1.6451332806655006,223,608,True,-0.01312112808227539,0.01050528751991342,-0.003980286419391632,0.3026315789473684,11.1905837059021,1.57103105628264,0.12782465666532516,0.07405003540240734,strong_only
2,0.1,0.15,5,3,11.04822826385498,12.334602355957033,1.6451332806655006,1.8280321411876859,320,695,True,-0.021954059600830078,-0.005675292774067753,-0.0027482882142066956,0.3856115107913669,11.178888320922852,1.737052793373406,0.12760469317436218,0.13626348920863307,strong_only
2,0.1,0.15,5,4,11.04822826385498,12.334602355957033,1.8280321411876859,2.7954545520584695,200,705,True,-0.025957584381103516,-0.045770963966525136,-0.002090245485305786,0.502127659574468,11.1447172164917,1.9739348109550143,0.12862564623355865,0.007872340425531976,strong_only
0,0.02,0.06,0,0,9.500033378601074,9.757833003997803,0.3864016248867915,1.183200033387799,708,682,True,-0.03576326370239258,-0.039077563204210186,0.0011001154780387878,0.02785923753665689,9.643686294555664,1.1117873874757978,0.03858648240566254,-0.013734943751346157,all
0,0.02,0.06,0,1,9.500033378601074,9.757833003997803,1.183200033387799,1.3036914768597134,443,586,True,-0.012853145599365234,-0.0006452235834428777,0.001917663961648941,0.013651877133105802,9.639761447906494,1.2421590589129021,0.04051940143108368,-0.00687986810376043,all
0,0.02,0.06,0,2,9.500033378601074,9.757833003997803,1.3036914768597134,1.4591103326268486,370,469,True,0.007271766662597656,0.0008983489914984322,0.00039327889680862427,0.014925373134328358,9.627423286437988,1.3678232749130834,0.043616946786642075,0.0012908430818878592,all
0,0.02,0.06,0,3,9.500033378601074,9.757833003997803,1.4591103326268486,1.7085361622827162,263,327,True,-0.0026035308837890625,-0.0013880303539233196,-0.0013840533792972565,0.009174311926605505,9.626382827758789,1.5468667219540093,0.04618612304329872,0.02504622039278613,all
0,0.02,0.06,0,4,9.500033378601074,9.757833003997803,1.7085361622827162,3.245336315750976,87,137,True,0.03825092315673828,-0.06451055739593037,0.00036435574293136597,0.0072992700729927005,9.631587982177734,1.8836901573424396,0.04032528027892113,0.08465475291551304,all
0,0.02,0.06,1,0,9.757833003997803,10.006921768188477,0.3864016248867915,1.183200033387799,451,799,True,-0.027152061462402344,-0.019035673545227727,0.000670749694108963,0.028785982478097622,9.890135765075684,1.1250597793808887,0.03939380869269371,-0.019916802877210704,all
0,0.02,0.06,1,1,9.757833003997803,10.006921768188477,1.183200033387799,1.3036914768597134,341,725,True,-0.004389762878417969,0.009861716329241155,-0.0013202503323554993,0.02620689655172414,9.884632110595703,1.2346803805301574,0.043162811547517776,-0.011544139953483669,all
0,0.02,0.06,1,2,9.757833003997803,10.006921768188477,1.3036914768597134,1.4591103326268486,328,515,True,-0.01660442352294922,0.004573701995329804,-0.0031675435602664948,0.02524271844660194,9.889863967895508,1.3672488660112414,0.045603781938552856,0.011342647407056594,all
0,0.02,0.06,1,3,9.757833003997803,10.006921768188477,1.4591103326268486,1.7085361622827162,282,323,True,-0.015961170196533203,0.021034738762706784,-0.0036243293434381485,0.015479876160990712,9.88886833190918,1.5417847570800909,0.04555338993668556,0.0448038117822717,all
