mass_bin,bulge_bin,mass_lo,mass_hi,bulge_lo,bulge_hi,n_barred,n_unbarred,k_barred,k_unbarred,valid,q_barred,q_barred_lo,q_barred_hi,q_unbarred,q_unbarred_lo,q_unbarred_hi,delta_q,delta_q_lo,delta_q_hi,sample,scheme,barmode
1,1,10.029934883117676,10.333564758300781,1.2574362712275244,1.4081669343294456,150,2563,3,28,True,0.02,0.006824751322967459,0.05714668327038608,0.01092469761997659,0.007569250917560064,0.01574401551541535,0.00907530238002341,-0.00495370338228719,0.0463732259222682,agn_clean,comparison,strong_only
1,2,10.029934883117676,10.333564758300781,1.4081669343294456,1.567936572450753,159,1729,1,18,True,0.006289308176100629,0.001111081403321116,0.03476098006676309,0.010410641989589358,0.0065953170271719095,0.01639666450575419,-0.004121333813488729,-0.012036287892595119,0.024604835524214216,agn_clean,comparison,strong_only
1,3,10.029934883117676,10.333564758300781,1.567936572450753,1.775981109566201,130,1119,9,12,True,0.06923076923076923,0.03684711914499425,0.12634191819174667,0.010723860589812333,0.006145014743360245,0.01865052393396616,0.0585069086409569,0.025167250804538334,0.11580131643900056,agn_clean,comparison,strong_only
1,4,10.029934883117676,10.333564758300781,1.775981109566201,3.245336315750976,110,698,12,23,True,0.10909090909090909,0.06351460897644062,0.18104883134757863,0.0329512893982808,0.022055960004451477,0.04895930732450175,0.07613961969262828,0.027833763214864533,0.14891771239982238,agn_clean,comparison,strong_only
2,0,10.333564758300781,10.544611930847168,0.3829151653165051,1.2574362712275244,64,2289,4,40,True,0.0625,0.024571201396618017,0.14997485092208662,0.01747487986020096,0.012859326017418262,0.02370729244551609,0.045025120139799035,0.006587680967430835,0.13262165478082755,agn_clean,comparison,strong_only
2,1,10.333564758300781,10.544611930847168,1.2574362712275244,1.4081669343294456,119,2234,3,20,True,0.025210084033613446,0.008610231289265302,0.07150489364635793,0.008952551477170993,0.00580288403062919,0.013788074322514316,0.016257532556442453,-0.0010322734668152915,0.06265936228441832,agn_clean,comparison,strong_only
2,2,10.333564758300781,10.544611930847168,1.4081669343294456,1.567936572450753,160,1770,4,20,True,0.025,0.00976399254626252,0.06250989286666742,0.011299435028248588,0.007326489287935028,0.017389055950161568,0.013700564971751414,-0.0027073418448703944,0.05142027282751751,agn_clean,comparison,strong_only
2,3,10.333564758300781,10.544611930847168,1.567936572450753,1.775981109566201,197,1147,14,16,True,0.07106598984771574,0.04280128596133862,0.1157389826050301,0.013949433304272014,0.008604402297697576,0.022539295686056046,0.057116556543443726,0.027575411990082725,0.10210817396665162,agn_clean,comparison,strong_only
2,4,10.333564758300781,10.544611930847168,1.775981109566201,3.245336315750976,192,800,12,29,True,0.0625,0.036110648771456075,0.10605260403695378,0.03625,0.02535643344178793,0.05157597423897659,0.026250000000000002,-0.004266935374267627,0.07114431044974273,agn_clean,comparison,strong_only
3,0,10.544611930847168,10.732253074645996,0.3829151653165051,1.2574362712275244,42,1292,3,32,True,0.07142857142857142,0.02459040987330592,0.19009426801158313,0.02476780185758514,0.01759819319880667,0.03475501587542265,0.046660769570986284,-0.001230334213696331,0.16554285751467707,agn_clean,comparison,strong_only
3,1,10.544611930847168,10.732253074645996,1.2574362712275244,1.4081669343294456,142,1759,4,26,True,0.028169014084507043,0.011007741802526387,0.07018630902805872,0.014781125639567936,0.010106824408629278,0.021570135842833696,0.013387888444939107,-0.005067461074274127,0.055664385063875825,agn_clean,comparison,strong_only
3,2,10.544611930847168,10.732253074645996,1.4081669343294456,1.567936572450753,190,1492,6,23,True,0.031578947368421054,0.014551684237534043,0.06717210651946641,0.015415549597855228,0.010293929213731127,0.023026085101147276,0.016163397770565826,-0.0024872842645591343,0.05212315268784411,agn_clean,comparison,strong_only
3,3,10.544611930847168,10.732253074645996,1.567936572450753,1.775981109566201,237,1126,9,19,True,0.0379746835443038,0.020105032510822306,0.07058308625262961,0.016873889875666074,0.010828777839258152,0.026204257631370978,0.021100793668637725,0.0009419199274014849,0.05426479986091001,agn_clean,comparison,strong_only
3,4,10.544611930847168,10.732253074645996,1.775981109566201,3.245336315750976,244,847,22,45,True,0.09016393442622951,0.060296682402340825,0.1327358273655507,0.053128689492325853,0.03994110220906959,0.07035142978715303,0.03703524493390366,0.0025580709383229497,0.08160292971548647,agn_clean,comparison,strong_only
4,0,10.732253074645996,10.93322467803955,0.3829151653165051,1.2574362712275244,36,523,3,22,True,0.08333333333333333,0.02874861133599338,0.2182669124927263,0.04206500956022945,0.02794082951021434,0.06286724570805839,0.04126832377310388,-0.017145928805157605,0.17693911372749832,agn_clean,comparison,strong_only
4,1,10.732253074645996,10.93322467803955,1.2574362712275244,1.4081669343294456,76,1008,4,30,True,0.05263157894736842,0.020655429299384284,0.12765672575889647,0.02976190476190476,0.020925702082262014,0.04216862782896897,0.022869674185463658,-0.011429027299768975,0.09841337764172176,agn_clean,comparison,strong_only
4,2,10.732253074645996,10.93322467803955,1.4081669343294456,1.567936572450753,139,1042,4,26,True,0.02877697841726619,0.011246508362848889,0.07165280475294937,0.02495201535508637,0.017083970209765056,0.03630983852646706,0.0038249630621798175,-0.017063251976955858,0.04741673543239296,agn_clean,comparison,strong_only
4,3,10.732253074645996,10.93322467803955,1.567936572450753,1.775981109566201,304,812,17,36,True,0.05592105263157895,0.03520410840841366,0.08772104587606928,0.04433497536945813,0.032194044374771934,0.06076698132539734,0.011586077262120818,-0.014856362067142342,0.04562490473557182,agn_clean,comparison,strong_only
4,4,10.732253074645996,10.93322467803955,1.775981109566201,3.245336315750976,270,851,16,78,True,0.05925925925925926,0.03680188195465954,0.09408209366775487,0.09165687426556991,0.07406251806329434,0.11292122865531376,-0.03239761500631065,-0.06332505529828711,0.006617653369212009,agn_clean,comparison,strong_only
5,0,10.93322467803955,12.37898349761963,0.3829151653165051,1.2574362712275244,11,177,3,13,False,,,,,,,,,,agn_clean,comparison,strong_only
5,1,10.93322467803955,12.37898349761963,1.2574362712275244,1.4081669343294456,55,424,8,40,True,0.14545454545454545,0.07559289147759303,0.26160912931452274,0.09433962264150944,0.0700462273088285,0.125917621196633,0.05111492281303601,-0.025552023709848395,0.1697827634796396,agn_clean,comparison,strong_only
5,2,10.93322467803955,12.37898349761963,1.4081669343294456,1.567936572450753,118,610,18,56,True,0.15254237288135594,0.09872232482421497,0.22827194466599302,0.09180327868852459,0.0713731449403059,0.11734245443163539,0.060739094192831355,0.001166893708792971,0.1391760651163353,agn_clean,comparison,strong_only
5,3,10.93322467803955,12.37898349761963,1.567936572450753,1.775981109566201,187,635,20,85,True,0.10695187165775401,0.07030814596552004,0.15941897460677418,0.13385826771653545,0.10956437166035501,0.16255550475093286,-0.026906396058781437,-0.07344986011138584,0.030912201965137998,agn_clean,comparison,strong_only
5,4,10.93322467803955,12.37898349761963,1.775981109566201,3.245336315750976,160,607,28,76,True,0.175,0.12394200193945988,0.24129802492201852,0.12520593080724876,0.1012121509956546,0.15391371934321457,0.04979406919275123,-0.008781149872787462,0.12030030706010487,agn_clean,comparison,strong_only
